corporateID,corporateType,corporateName,corporateKana,location,moddate
1210001013202,http://imi.go.jp/ns/code_id/code/kind#301,株式会社福岡造園,,福井県鯖江市下新庄町５３号５４番地,2015-11-12T15:00:00.000Z
9210001013203,http://imi.go.jp/ns/code_id/code/kind#301,株式会社フクオカラシ,フクオカラシ,福井県鯖江市柳町４丁目４番４号,2019-09-25T15:00:00.000Z
8210001013204,http://imi.go.jp/ns/code_id/code/kind#301,福島織物株式会社,,福井県鯖江市神明町４丁目５番１０号,2015-11-12T15:00:00.000Z
7210001013205,http://imi.go.jp/ns/code_id/code/kind#301,福田建設株式会社,,福井県鯖江市有定町２丁目４番２０号,2015-11-12T15:00:00.000Z
6210001013206,http://imi.go.jp/ns/code_id/code/kind#301,福長織物株式会社,フクナガオリモノ,福井県鯖江市下新庄町５６号４番地,2019-08-05T15:00:00.000Z
4210001013208,http://imi.go.jp/ns/code_id/code/kind#301,フクオカ精密株式会社,,福井県鯖江市柳町４丁目４番４号,2015-11-12T15:00:00.000Z
3210001013209,http://imi.go.jp/ns/code_id/code/kind#301,株式会社福岡,フクオカ,福井県鯖江市新横江１丁目４番４号,2018-10-03T15:00:00.000Z
9210001013211,http://imi.go.jp/ns/code_id/code/kind#301,株式会社フクシン,,福井県鯖江市三六町１丁目７番１０号,2015-11-12T15:00:00.000Z
8210001013212,http://imi.go.jp/ns/code_id/code/kind#301,株式会社フクシン,フクシン,福井県鯖江市糺町２９号１３番地の２,2021-05-10T15:00:00.000Z
7210001013213,http://imi.go.jp/ns/code_id/code/kind#301,株式会社ふく竹,,福井県鯖江市有定町２丁目３番２１号,2015-11-12T15:00:00.000Z
6210001013214,http://imi.go.jp/ns/code_id/code/kind#301,株式会社フオルクス,,福井県鯖江市鳥羽１丁目１３０３番地,2015-11-12T15:00:00.000Z
4210001013216,http://imi.go.jp/ns/code_id/code/kind#301,福サイ株式会社,,福井県鯖江市鳥羽３丁目９番１号,2015-11-12T15:00:00.000Z
1210001013219,http://imi.go.jp/ns/code_id/code/kind#301,冨士経編株式会社,フジタテアミ,福井県鯖江市上河端町第５号１番地６,2018-04-11T15:00:00.000Z
8210001013220,http://imi.go.jp/ns/code_id/code/kind#301,冨士自動車株式会社,フジジドウシャ,福井県鯖江市糺町第４０号４７番地,2018-06-27T15:00:00.000Z
7210001013221,http://imi.go.jp/ns/code_id/code/kind#301,株式会社藤田,,福井県鯖江市本町２丁目２番２２号,2015-11-12T15:00:00.000Z
6210001013222,http://imi.go.jp/ns/code_id/code/kind#301,藤田産業株式会社,フジタサンギョウ,福井県鯖江市北野町２丁目１９番２２－１号,2019-10-22T15:00:00.000Z
5210001013223,http://imi.go.jp/ns/code_id/code/kind#301,株式会社藤田書店,,福井県鯖江市本町２丁目１番７号,2015-11-12T15:00:00.000Z
4210001013224,http://imi.go.jp/ns/code_id/code/kind#301,株式会社富士屋,フジヤ,福井県鯖江市本町２丁目２番２４号,2019-05-16T15:00:00.000Z
3210001013225,http://imi.go.jp/ns/code_id/code/kind#301,株式会社文明堂書店,ブンメイドウショテン,福井県鯖江市水落町４丁目８番１６号,2018-10-02T15:00:00.000Z
2210001013226,http://imi.go.jp/ns/code_id/code/kind#301,株式会社文六,ブンロク,福井県鯖江市西袋町４１１番地,2018-10-24T15:00:00.000Z
1210001013227,http://imi.go.jp/ns/code_id/code/kind#301,フジモト不動産株式会社,フジモトフドウサン,福井県鯖江市東鯖江２丁目７番５号,2018-05-01T15:00:00.000Z
9210001013228,http://imi.go.jp/ns/code_id/code/kind#301,株式会社藤井製作所,フジイセイサクショ,福井県鯖江市吉江町３１３番地２,2019-11-10T15:00:00.000Z
6210001013230,http://imi.go.jp/ns/code_id/code/kind#301,フジイオプチカル株式会社,フジイオプチカル,福井県鯖江市吉江町第１７号４番地１,2018-06-03T15:00:00.000Z
5210001013231,http://imi.go.jp/ns/code_id/code/kind#301,藤田光学株式会社,フジタコウガク,福井県鯖江市神中町１丁目５番２２号,2018-04-24T15:00:00.000Z
4210001013232,http://imi.go.jp/ns/code_id/code/kind#301,プラントサービス株式会社,プラントサービス,福井県鯖江市北野町１２字神田１０番,2021-06-30T15:00:00.000Z
3210001013233,http://imi.go.jp/ns/code_id/code/kind#301,株式会社藤田製作所,,福井県鯖江市入町第６号１番地の４７,2015-11-12T15:00:00.000Z
1210001013235,http://imi.go.jp/ns/code_id/code/kind#301,株式会社藤野オプチカル,,福井県鯖江市柳町４丁目８番２２号,2015-11-12T15:00:00.000Z
9210001013236,http://imi.go.jp/ns/code_id/code/kind#301,株式会社フジタ技工,フジタギコウ,福井県鯖江市糺町第４０号３８番地,2019-11-06T15:00:00.000Z
8210001013237,http://imi.go.jp/ns/code_id/code/kind#301,プラスジャック株式会社,プラスジャック,福井県鯖江市御幸町１丁目３０１番１１,2019-06-13T15:00:00.000Z
6210001013239,http://imi.go.jp/ns/code_id/code/kind#301,株式会社プラス設計開発,プラスセッケイカイハツ,福井県鯖江市平井町第１号８番８,2019-05-27T15:00:00.000Z
3210001013241,http://imi.go.jp/ns/code_id/code/kind#301,ブロスジャパン株式会社,ブロスジャパン,福井県鯖江市水落町２丁目２９０８－３,2018-04-30T15:00:00.000Z
2210001013242,http://imi.go.jp/ns/code_id/code/kind#301,Ｆｕｊｉｋｏｎ　ｃｏｒｐｏｒａｔｉｏｎ株式会社,フジコンコーポレーション,福井県鯖江市神中町１丁目５番２２号,2021-09-06T15:00:00.000Z
8210001013245,http://imi.go.jp/ns/code_id/code/kind#301,ベイン・インダストリー株式会社,,福井県鯖江市石田下町第５号６番地,2015-11-12T15:00:00.000Z
4210001013249,http://imi.go.jp/ns/code_id/code/kind#301,株式会社北陸衛生社,,福井県鯖江市小泉町第２１号３９番地,2015-11-12T15:00:00.000Z
1210001013251,http://imi.go.jp/ns/code_id/code/kind#301,北陸不動産株式会社,,福井県鯖江市水落町２丁目１５番２２号,2015-11-12T15:00:00.000Z
9210001013252,http://imi.go.jp/ns/code_id/code/kind#301,北陸薬品株式会社,,福井県鯖江市長泉寺町１丁目１番２９号,2015-11-12T15:00:00.000Z
8210001013253,http://imi.go.jp/ns/code_id/code/kind#301,細川織物株式会社,,福井県鯖江市中野町４８号２番地,2015-11-12T15:00:00.000Z
6210001013255,http://imi.go.jp/ns/code_id/code/kind#301,北陸繊維工業株式会社,ホクリクセンイコウギョウ,福井県鯖江市神中町２丁目８番４４号,2019-08-21T15:00:00.000Z
5210001013256,http://imi.go.jp/ns/code_id/code/kind#301,株式会社ボストンクラブ,ボストンクラブ,福井県鯖江市三六町１丁目４番３１－２号,2018-07-19T15:00:00.000Z
4210001013257,http://imi.go.jp/ns/code_id/code/kind#301,株式会社ホプニック研究所,ホプニックケンキュウショ,福井県鯖江市下野田町２７字４６番地,2018-06-12T15:00:00.000Z
3210001013258,http://imi.go.jp/ns/code_id/code/kind#301,株式会社北陸濾化,ホクリクロカ,福井県鯖江市丸山町２丁目４番７号,2019-06-17T15:00:00.000Z
2210001013259,http://imi.go.jp/ns/code_id/code/kind#301,ホリエンジニアリング株式会社,,福井県鯖江市五郎丸町第８号２７番地,2015-11-12T15:00:00.000Z
9210001013260,http://imi.go.jp/ns/code_id/code/kind#301,株式会社ホリテック,ホリテック,福井県鯖江市戸口町第１０号３５番地の３,2019-03-31T15:00:00.000Z
8210001013261,http://imi.go.jp/ns/code_id/code/kind#301,株式会社ホテル・アルファーワン鯖江,,福井県鯖江市旭町１丁目１番１号,2015-11-12T15:00:00.000Z
7210001013262,http://imi.go.jp/ns/code_id/code/kind#301,ポータルサイト北陸株式会社,,福井県鯖江市東鯖江１丁目５１８番１,2015-11-12T15:00:00.000Z
5210001013264,http://imi.go.jp/ns/code_id/code/kind#301,ポリマー化成株式会社,,福井県鯖江市御幸町１丁目２番３２号,2015-11-12T15:00:00.000Z
3210001013266,http://imi.go.jp/ns/code_id/code/kind#301,株式会社北陸フードシステムズ,ホクリクフードシステムズ,福井県鯖江市水落町２丁目３０番２３号,2019-11-05T15:00:00.000Z
9210001013269,http://imi.go.jp/ns/code_id/code/kind#301,株式会社松田塗装店,マツダトソウテン,福井県鯖江市水落町１丁目１３番２７号,2019-11-07T15:00:00.000Z
7210001013270,http://imi.go.jp/ns/code_id/code/kind#301,マツバ眼鏡工業株式会社,マツバガンキョウコウギョウ,福井県鯖江市三六町２丁目８番３３号,2018-11-13T15:00:00.000Z
6210001013271,http://imi.go.jp/ns/code_id/code/kind#301,松村建設株式会社,,福井県鯖江市中戸口町１５号１２番地,2015-11-12T15:00:00.000Z
5210001013272,http://imi.go.jp/ns/code_id/code/kind#301,株式会社松屋漆器店,,福井県鯖江市河和田町第２４号１５番地１,2018-01-28T15:00:00.000Z
3210001013274,http://imi.go.jp/ns/code_id/code/kind#301,株式会社マツダプラスチツク,マツダプラスチツク,福井県鯖江市当田町第９号１番地,2020-02-03T15:00:00.000Z
1210001013276,http://imi.go.jp/ns/code_id/code/kind#301,株式会社前沢工務店,マエザワコウムテン,福井県鯖江市丸山町１丁目２番１０号,2020-04-26T15:00:00.000Z
9210001013277,http://imi.go.jp/ns/code_id/code/kind#301,槇山眼鏡株式会社,,福井県鯖江市東鯖江２丁目８番２３号,2015-11-12T15:00:00.000Z
7210001013279,http://imi.go.jp/ns/code_id/code/kind#301,株式会社マツヤベーカリー,,福井県鯖江市丸山町１丁目３０５番,2015-11-12T15:00:00.000Z
5210001013280,http://imi.go.jp/ns/code_id/code/kind#301,株式会社マネジメント東信,マネジメントトウシン,福井県鯖江市有定町１丁目６番２９号,2020-09-30T15:00:00.000Z
4210001013281,http://imi.go.jp/ns/code_id/code/kind#301,マスダマネジメント株式会社,,福井県鯖江市神明町３丁目４番４２－４号,2015-11-12T15:00:00.000Z
3210001013282,http://imi.go.jp/ns/code_id/code/kind#301,株式会社マインドアンドサウンドライフ,マインドアンドサウンドライフ,福井県鯖江市吉谷町第４６号３７番地１,2018-06-26T15:00:00.000Z
2210001013283,http://imi.go.jp/ns/code_id/code/kind#301,株式会社マコト眼鏡,マコトガンキョウ,福井県鯖江市丸山町２丁目５番１６号,2019-09-26T15:00:00.000Z
9210001013285,http://imi.go.jp/ns/code_id/code/kind#301,株式会社マイセン,マイセン,福井県鯖江市上野田町第１２号７番地の１,2019-02-24T15:00:00.000Z
8210001013286,http://imi.go.jp/ns/code_id/code/kind#301,マルイ設備工業株式会社,マルイセツビコウギョウ,福井県鯖江市有定町１丁目１０番３号,2019-06-24T15:00:00.000Z
7210001013287,http://imi.go.jp/ns/code_id/code/kind#301,丸永織物株式会社,,福井県鯖江市下河端町第９７号１６番地,2015-11-12T15:00:00.000Z
6210001013288,http://imi.go.jp/ns/code_id/code/kind#301,株式会社丸喜建設,マルキケンセツ,福井県鯖江市下氏家町第１３号３３番地,2019-10-07T15:00:00.000Z
3210001013290,http://imi.go.jp/ns/code_id/code/kind#301,株式会社マルシン漆器,,福井県鯖江市河和田町第９号４番地,2015-11-12T15:00:00.000Z
1210001013292,http://imi.go.jp/ns/code_id/code/kind#301,丸富漆器株式会社,マルトミシッキ,福井県鯖江市片山町３号１番地の２,2021-06-10T15:00:00.000Z
9210001013293,http://imi.go.jp/ns/code_id/code/kind#301,株式会社まるよ,マルヨ,福井県鯖江市本町２丁目１番２０号,2021-02-28T15:00:00.000Z
7210001013295,http://imi.go.jp/ns/code_id/code/kind#301,株式会社丸正,マルショウ,福井県鯖江市旭町２丁目３番４号,2020-11-12T15:00:00.000Z
6210001013296,http://imi.go.jp/ns/code_id/code/kind#301,株式会社マルヨシ漆器店,,福井県鯖江市莇生田町１３号４番地,2015-11-12T15:00:00.000Z
5210001013297,http://imi.go.jp/ns/code_id/code/kind#301,マルイテキスタイル株式会社,マルイテキスタイル,福井県鯖江市舟津町１丁目４番１１号,2020-06-04T15:00:00.000Z
4210001013298,http://imi.go.jp/ns/code_id/code/kind#301,丸金繊維株式会社,マルキンセンイ,福井県鯖江市石田上町第２４号２３番地,2018-12-09T15:00:00.000Z
3210001013299,http://imi.go.jp/ns/code_id/code/kind#301,株式会社丸番,マルバン,福井県鯖江市丸山町２丁目２番１２号,2018-04-01T15:00:00.000Z
2210001013300,http://imi.go.jp/ns/code_id/code/kind#301,株式会社丸山久右衛門商店,,福井県鯖江市河和田町第２１号４番地,2015-11-12T15:00:00.000Z
1210001013301,http://imi.go.jp/ns/code_id/code/kind#301,株式会社マルタカ,,福井県鯖江市中戸口町第１１号３４番地の１,2015-11-12T15:00:00.000Z
9210001013302,http://imi.go.jp/ns/code_id/code/kind#301,株式会社マルサンアイ,マルサンアイ,福井県鯖江市神中町２丁目８番６４号,2018-07-09T15:00:00.000Z
8210001013303,http://imi.go.jp/ns/code_id/code/kind#301,株式会社マル井,,福井県鯖江市河和田町第２１号１２番地の１,2015-11-12T15:00:00.000Z
7210001013304,http://imi.go.jp/ns/code_id/code/kind#301,三重眼鏡株式会社,,福井県鯖江市東鯖江２丁目８番１０号,2015-11-12T15:00:00.000Z
6210001013305,http://imi.go.jp/ns/code_id/code/kind#301,水島眼鏡株式会社,ミズシマガンキョウ,福井県鯖江市落井町４３号７１番地,2018-07-16T15:00:00.000Z
5210001013306,http://imi.go.jp/ns/code_id/code/kind#301,水島産業株式会社,,福井県鯖江市磯部町２２字７５番地,2015-11-12T15:00:00.000Z
4210001013307,http://imi.go.jp/ns/code_id/code/kind#301,南織物株式会社,ミナミオリモノ,福井県鯖江市桜町２丁目８番３１号,2020-01-07T15:00:00.000Z
3210001013308,http://imi.go.jp/ns/code_id/code/kind#301,株式会社ミナミ繊維,,福井県鯖江市御幸町１丁目３番４６号,2015-11-12T15:00:00.000Z
2210001013309,http://imi.go.jp/ns/code_id/code/kind#301,峰田土建株式会社,ミネダドケン,福井県鯖江市御幸町４丁目６番１７号,2018-04-02T15:00:00.000Z
9210001013310,http://imi.go.jp/ns/code_id/code/kind#301,宮本眼鏡株式会社,ミヤモトガンキョウ,福井県鯖江市日の出町５番２８号,2018-11-05T15:00:00.000Z
8210001013311,http://imi.go.jp/ns/code_id/code/kind#301,株式会社宮本測量建設,,福井県鯖江市上鯖江２丁目７番２０号,2015-11-12T15:00:00.000Z
6210001013313,http://imi.go.jp/ns/code_id/code/kind#301,三好興業株式会社,ミヨシコウギョウ,福井県鯖江市北野町２丁目２０番５号,2019-10-22T15:00:00.000Z
2210001013317,http://imi.go.jp/ns/code_id/code/kind#301,水上建設株式会社,ミズカミケンセツ,福井県鯖江市吉谷町２字９６番地,2018-06-25T15:00:00.000Z
1210001013318,http://imi.go.jp/ns/code_id/code/kind#301,株式会社ミユキ工業,,福井県鯖江市平井町第６２号１５番地,2015-11-12T15:00:00.000Z
9210001013319,http://imi.go.jp/ns/code_id/code/kind#301,株式会社蓑輪産業,,福井県鯖江市別司町第４６号１番地,2015-11-12T15:00:00.000Z
4210001013323,http://imi.go.jp/ns/code_id/code/kind#301,ミートカラー産業株式会社,ミートカラーサンギョウ,福井県鯖江市杉本町第３０号６６番地,2020-11-16T15:00:00.000Z
3210001013324,http://imi.go.jp/ns/code_id/code/kind#301,株式会社ミタムラ電機センター,,福井県鯖江市水落町２丁目１６番２２号,2015-11-12T15:00:00.000Z
2210001013325,http://imi.go.jp/ns/code_id/code/kind#301,株式会社みろく,,福井県鯖江市三六町１丁目８番１３号の３,2015-11-12T15:00:00.000Z
9210001013327,http://imi.go.jp/ns/code_id/code/kind#301,株式会社宮田食品,ミヤタショクヒン,福井県鯖江市上河端町第４６号１０番地,2019-08-26T15:00:00.000Z
8210001013328,http://imi.go.jp/ns/code_id/code/kind#301,株式会社ミズノ,,福井県鯖江市杉本町第２９号６３番地の１,2015-11-12T15:00:00.000Z
7210001013329,http://imi.go.jp/ns/code_id/code/kind#301,村上商事株式会社,ムラカミショウジ,福井県鯖江市下司町第１１号３２番地１,2018-09-18T15:00:00.000Z
5210001013330,http://imi.go.jp/ns/code_id/code/kind#301,株式会社ムラケン,ムラケン,福井県鯖江市住吉町３丁目４番５号,2021-06-17T15:00:00.000Z
2210001013333,http://imi.go.jp/ns/code_id/code/kind#301,メイク工業株式会社,メイクコウギョウ,福井県鯖江市当田町１３号３番地の２,2020-12-09T15:00:00.000Z
1210001013334,http://imi.go.jp/ns/code_id/code/kind#301,株式会社モードサロンいわさ,,福井県鯖江市三六町１丁目５番１５号,2015-11-12T15:00:00.000Z
9210001013335,http://imi.go.jp/ns/code_id/code/kind#301,森下漆器株式会社,モリシタシッキ,福井県鯖江市莇生田町１３号２３番地,2021-02-02T15:00:00.000Z
6210001013338,http://imi.go.jp/ns/code_id/code/kind#301,山岸ニツトー株式会社,,福井県鯖江市北中町１８号６番地,2015-11-12T15:00:00.000Z
5210001013339,http://imi.go.jp/ns/code_id/code/kind#301,山久漆工株式会社,,福井県鯖江市河和田町２０号４番地の６,2015-11-12T15:00:00.000Z
3210001013340,http://imi.go.jp/ns/code_id/code/kind#301,山金漆器株式会社,,福井県鯖江市寺中町第２９号１番地１,2015-11-12T15:00:00.000Z
2210001013341,http://imi.go.jp/ns/code_id/code/kind#301,株式会社ヤマグチ光学,,福井県鯖江市下氏家町５字２６番地,2015-11-12T15:00:00.000Z
1210001013342,http://imi.go.jp/ns/code_id/code/kind#301,山口商店株式会社,ヤマグチショウテン,福井県鯖江市幸町２丁目１番５号,2019-08-13T15:00:00.000Z
9210001013343,http://imi.go.jp/ns/code_id/code/kind#301,山崎工業株式会社,,福井県鯖江市鳥羽３丁目３番３２号,2015-11-12T15:00:00.000Z
8210001013344,http://imi.go.jp/ns/code_id/code/kind#301,株式会社山崎漆器商会,ヤマザキシッキショウカイ,福井県鯖江市磯部町６号９番地,2019-10-23T15:00:00.000Z
7210001013345,http://imi.go.jp/ns/code_id/code/kind#301,株式会社北陸山宗,ホクリクヤマソウ,福井県鯖江市杉本町１６字５番地の１,2018-11-21T15:00:00.000Z
6210001013346,http://imi.go.jp/ns/code_id/code/kind#301,株式会社山相,ヤマソウ,福井県鯖江市水落町３丁目８番１２号,2019-03-10T15:00:00.000Z
5210001013347,http://imi.go.jp/ns/code_id/code/kind#301,山壁産業株式会社,ヤマカベサンギョウ,福井県鯖江市神中町２丁目５０１番１５号,2019-04-17T15:00:00.000Z
4210001013348,http://imi.go.jp/ns/code_id/code/kind#301,株式会社山広,,福井県鯖江市水落町２丁目２６番３１号,2015-11-12T15:00:00.000Z
3210001013349,http://imi.go.jp/ns/code_id/code/kind#301,山田眼装株式会社,,福井県鯖江市上河端町４８号４３番地の１,2015-11-12T15:00:00.000Z
1210001013350,http://imi.go.jp/ns/code_id/code/kind#301,株式会社山田工務店,,福井県鯖江市鳥羽１丁目１０番１３号,2015-11-12T15:00:00.000Z
9210001013351,http://imi.go.jp/ns/code_id/code/kind#301,株式会社山田定右エ門漆器店,,福井県鯖江市河和田町１６号２番地,2015-11-12T15:00:00.000Z
8210001013352,http://imi.go.jp/ns/code_id/code/kind#301,株式会社ヤマト工芸,ヤマトコウゲイ,福井県鯖江市莇生田町１９号４０番地,2019-06-03T15:00:00.000Z
7210001013353,http://imi.go.jp/ns/code_id/code/kind#301,山直織物株式会社,,福井県鯖江市中野町４５号６番地,2015-11-12T15:00:00.000Z
6210001013354,http://imi.go.jp/ns/code_id/code/kind#301,株式会社やまひろ産業,,福井県鯖江市神明町１丁目１番３６号,2015-11-12T15:00:00.000Z
5210001013355,http://imi.go.jp/ns/code_id/code/kind#301,山本運輸株式会社,,福井県鯖江市御幸町２丁目４０４番地,2015-11-12T15:00:00.000Z
4210001013356,http://imi.go.jp/ns/code_id/code/kind#301,株式会社山本硝子工業,,福井県鯖江市小黒町１丁目１４番３０号,2015-11-12T15:00:00.000Z
3210001013357,http://imi.go.jp/ns/code_id/code/kind#301,株式会社山本組,ヤマモトグミ,福井県鯖江市河和田町第７号２５番地の１,2019-02-27T15:00:00.000Z
2210001013358,http://imi.go.jp/ns/code_id/code/kind#301,株式会社山本畳本店,,福井県鯖江市有定町１丁目８番６号,2015-11-12T15:00:00.000Z
1210001013359,http://imi.go.jp/ns/code_id/code/kind#301,山本ボイラー工業株式会社,ヤマモトボイラーコウギョウ,福井県鯖江市小黒町１丁目２－１７,2019-05-19T15:00:00.000Z
8210001013360,http://imi.go.jp/ns/code_id/code/kind#301,山與織物株式会社,ヤマヨオリモノ,福井県鯖江市水落町３丁目３番６号,2019-10-03T15:00:00.000Z
7210001013361,http://imi.go.jp/ns/code_id/code/kind#301,株式会社山本市兵衛商店,ヤマモトイチベイショウテン,福井県鯖江市河和田町第１１号２３番地,2019-09-09T15:00:00.000Z
6210001013362,http://imi.go.jp/ns/code_id/code/kind#301,湧口興産株式会社,ユグチコウサン,福井県鯖江市旭町２丁目３番１２号,2019-05-16T15:00:00.000Z
5210001013363,http://imi.go.jp/ns/code_id/code/kind#301,豊酒造株式会社,,福井県鯖江市下野田町３８号７０番地,2015-11-12T15:00:00.000Z
4210001013364,http://imi.go.jp/ns/code_id/code/kind#301,株式会社ユウシ,ユウシ,福井県鯖江市中野町第５６号４７番地１,2018-12-11T15:00:00.000Z
8210001013369,http://imi.go.jp/ns/code_id/code/kind#301,株式会社吉田眼鏡,ヨシダガンキョウ,福井県鯖江市神中町２丁目４番１０号,2019-06-13T15:00:00.000Z
6210001013370,http://imi.go.jp/ns/code_id/code/kind#301,ヨシダ工業株式会社,ヨシダコウギョウ,福井県鯖江市有定町２丁目１１番２４号,2019-12-09T15:00:00.000Z
5210001013371,http://imi.go.jp/ns/code_id/code/kind#301,吉田産業株式会社,ヨシダサンギョウ,福井県鯖江市川去町４号１番地,2018-07-10T15:00:00.000Z
4210001013372,http://imi.go.jp/ns/code_id/code/kind#301,株式会社よしむら,ヨシムラ,福井県鯖江市本町３丁目１番１０号,2020-08-23T15:00:00.000Z
3210001013373,http://imi.go.jp/ns/code_id/code/kind#301,吉村織物株式会社,ヨシムラオリモノ,福井県鯖江市小泉町２１字揚橋８の２,2020-07-01T15:00:00.000Z
1210001013375,http://imi.go.jp/ns/code_id/code/kind#301,株式会社ヨシケイ福井,ヨシケイフクイ,福井県鯖江市水落町第１４号１４番地の１,2018-09-02T15:00:00.000Z
9210001013376,http://imi.go.jp/ns/code_id/code/kind#301,株式会社ヨーロツパン・キムラヤ,,福井県鯖江市旭町２丁目３番２０号,2015-11-12T15:00:00.000Z
8210001013377,http://imi.go.jp/ns/code_id/code/kind#301,株式会社吉満オプチカル,ヨシミツオプチカル,福井県鯖江市糺町３８号１０２番地,2019-12-11T15:00:00.000Z
7210001013378,http://imi.go.jp/ns/code_id/code/kind#301,吉山建設株式会社,,福井県鯖江市水落町１丁目１２番１号,2015-11-12T15:00:00.000Z
6210001013379,http://imi.go.jp/ns/code_id/code/kind#301,株式会社ヨシムラ,,福井県鯖江市神明町２丁目２番１８号,2015-11-12T15:00:00.000Z
4210001013380,http://imi.go.jp/ns/code_id/code/kind#301,株式会社吉田屋漆器,,福井県鯖江市中野町１９号２４番地１,2015-11-12T15:00:00.000Z
3210001013381,http://imi.go.jp/ns/code_id/code/kind#301,ヨシタカプラスチック株式会社,,福井県鯖江市東鯖江２丁目６０６番１号,2015-11-12T15:00:00.000Z
1210001013383,http://imi.go.jp/ns/code_id/code/kind#301,吉川眼鏡株式会社,,福井県鯖江市杉本町第３７号１番地の９,2015-11-12T15:00:00.000Z
8210001013385,http://imi.go.jp/ns/code_id/code/kind#301,株式会社吉村建装,,福井県鯖江市つつじケ丘町９番１９号,2015-11-12T15:00:00.000Z
6210001013387,http://imi.go.jp/ns/code_id/code/kind#301,ライン精工株式会社,ラインセイコウ,福井県鯖江市御幸町１丁目２番３２号,2018-08-14T15:00:00.000Z
4210001013389,http://imi.go.jp/ns/code_id/code/kind#301,株式会社リム精工,リムセイコウ,福井県鯖江市神中町２丁目４番２０２号,2019-07-25T15:00:00.000Z
2210001013390,http://imi.go.jp/ns/code_id/code/kind#301,株式会社リーフ,,福井県鯖江市米岡町４字５０番地２,2015-11-12T15:00:00.000Z
1210001013391,http://imi.go.jp/ns/code_id/code/kind#301,株式会社リョウコウ,,福井県鯖江市下河端町６５号８番地の４,2015-11-12T15:00:00.000Z
9210001013392,http://imi.go.jp/ns/code_id/code/kind#301,株式会社リアル・ビジョン,,福井県鯖江市漆原町２６号５番地,2015-11-12T15:00:00.000Z
8210001013393,http://imi.go.jp/ns/code_id/code/kind#301,リバー物流株式会社,リバーブツリュウ,福井県鯖江市東鯖江４丁目１番２１号,2018-12-16T15:00:00.000Z
7210001013394,http://imi.go.jp/ns/code_id/code/kind#301,株式会社リーハウス,リーハウス,福井県鯖江市下司町第３号２番地の１,2018-06-07T15:00:00.000Z
6210001013395,http://imi.go.jp/ns/code_id/code/kind#301,株式会社リペア,リペア,福井県鯖江市小泉町第６号１０番地５,2018-04-25T15:00:00.000Z
4210001013397,http://imi.go.jp/ns/code_id/code/kind#301,レアメタル山岸株式会社,,福井県鯖江市水落町２丁目１３番２４号,2015-11-12T15:00:00.000Z
3210001013398,http://imi.go.jp/ns/code_id/code/kind#301,株式会社ロストワックス匠,ロストワックスタクミ,福井県鯖江市東鯖江４丁目８１５番,2018-12-20T15:00:00.000Z
2210001013399,http://imi.go.jp/ns/code_id/code/kind#301,若吉光学工業株式会社,ワカヨシコウガクコウギョウ,福井県鯖江市杉本町３７号１番地の５,2020-03-09T15:00:00.000Z
1210001013400,http://imi.go.jp/ns/code_id/code/kind#301,株式会社若吉製作所,ワカヨシセイサクショ,福井県鯖江市杉本町３６号２番地,2019-09-08T15:00:00.000Z
9210001013401,http://imi.go.jp/ns/code_id/code/kind#301,鷲田機械株式会社,,福井県鯖江市持明寺町第１４号５番地,2015-11-12T15:00:00.000Z
8210001013402,http://imi.go.jp/ns/code_id/code/kind#301,渡辺産業株式会社,ワタナベサンギョウ,福井県鯖江市神明町２丁目１番１４号,2018-06-20T15:00:00.000Z
7210001013403,http://imi.go.jp/ns/code_id/code/kind#301,渡邊電気株式会社,ワタナベデンキ,福井県鯖江市西山町２番１４号,2018-05-13T15:00:00.000Z
6210001013404,http://imi.go.jp/ns/code_id/code/kind#301,渡辺リボン株式会社,ワタナベリボン,福井県鯖江市落井町第４９号５番地,2018-12-02T15:00:00.000Z
5210001013405,http://imi.go.jp/ns/code_id/code/kind#301,株式会社和晃光器,,福井県鯖江市東鯖江４丁目６番３号,2015-11-12T15:00:00.000Z
4210001013406,http://imi.go.jp/ns/code_id/code/kind#301,株式会社ワカヤマ,ワカヤマ,福井県鯖江市石田下町第４３号６番地の１,2019-06-03T15:00:00.000Z
8210001013410,http://imi.go.jp/ns/code_id/code/kind#301,株式会社富士屋会館,フジヤカイカン,福井県鯖江市桜町２丁目２番２２号,2019-05-16T15:00:00.000Z
5210001013413,http://imi.go.jp/ns/code_id/code/kind#301,株式会社ＮＣＣ,エヌシーシー,福井県鯖江市吉谷町第２号９７番地,2020-03-08T15:00:00.000Z
2210001013416,http://imi.go.jp/ns/code_id/code/kind#301,株式会社メディディア,,福井県鯖江市桜町２丁目２番１７号,2019-05-30T15:00:00.000Z
1210001013425,http://imi.go.jp/ns/code_id/code/kind#301,酒井化学株式会社,サカイカガク,福井県鯖江市川去町第３２号２番地１,2019-11-25T15:00:00.000Z
6210001013429,http://imi.go.jp/ns/code_id/code/kind#301,株式会社橋八幡,,福井県鯖江市桜町２丁目９番３０号,2015-11-12T15:00:00.000Z
4210001013430,http://imi.go.jp/ns/code_id/code/kind#301,株式会社ゼロコーポレーション,ゼロコーポレーション,福井県鯖江市平井町第４２号２番地,2021-06-14T15:00:00.000Z
4210001013439,http://imi.go.jp/ns/code_id/code/kind#301,株式会社青山,,福井県鯖江市石生谷町２４番地４６の１号,2015-11-12T15:00:00.000Z
